Date,Team,Player_Name,Notes,Year,Injury_Type
2010-11-27,Bucks,Drew Gooden,Plantar Fasciitis In Left Foot (Dnp),2010,Other
2010-11-27,Bulls,John Lucas Iii,Placed On Il,2010,Other
2010-11-27,Mavericks,Alex Ajinca,Placed On Il,2010,Other
2010-11-27,Warriors,Brandan Wright,Placed On Il With Strained Lower Back,2010,Strain
2010-11-27,Wizards,John Wall,Bruised Right Knee (P) / Sore Left Knee (Cbc) (Dnp),2010,Bruise
2010-11-28,Blazers,Sean Marks,Sprained Right Ankle (Dnp),2010,Sprain
2010-11-28,Clippers,Randy Foye,Strained Left Hamstring (Dnp),2010,Strain
2010-11-28,Knicks,Ronny Turiaf,Placed On Il With Sore Left Knee,2010,Other
2010-11-28,Knicks,Toney Douglas,Bruised Right Quadriceps (Dnp),2010,Bruise
2010-11-28,Knicks,Nan,Activated From Il,2010,Other
2010-11-28,Lakers,Devin Ebanks,Gastroenteritis (Dnp),2010,Other
2010-11-28,Nets,Joe Smith,Placed On Il,2010,Other
2010-11-28,Nuggets,Renaldo Balkman,Placed On Il,2010,Other
2010-11-28,Pacers,Paul George,Placed On Il,2010,Other
2010-11-28,Raptors,Peja Stojakovic,Swollen Left Knee (Dnp),2010,Other
2010-11-28,Raptors,Reggie Evans,Broken Right Foot (Dnp),2010,Other
2010-11-29,Bucks,Andrew Bogut,Sore Back (Dnp),2010,Other
2010-11-29,Bucks,Corey Maggette,Illness (Dnp),2010,Other
2010-11-29,Bucks,Drew Gooden,Left Foot Injury (Dnp),2010,Other
2010-11-29,Hornets,Aaron Gray,Placed On Il,2010,Other
2010-11-29,Hornets,Nan,Activated From Il,2010,Other
2010-11-29,Thunder,B.J. Mullens,Placed On Il,2010,Other
2010-11-29,Wizards,John Wall,Bruised Right Knee (P) (Dnp),2010,Bruise
2010-11-30,Celtics,Delonte West,Surgery To Repair Broken Right Wrist,2010,Surgery
2010-11-30,Grizzlies,Darrell Arthur,Placed On Il With Strained Left Groin,2010,Strain
2010-11-30,Grizzlies,Nan,Activated From Il,2010,Other
2010-11-30,Magic,Malik Allen,Placed On Il,2010,Other
2010-12-01,Bucks,Andrew Bogut,Sore Back (Dnp),2010,Other
2010-12-01,Bulls,Brian Scalabrine,Placed On Il,2010,Other
2010-12-01,Bulls,Nan,Activated From Il,2010,Other
2010-12-01,Clippers,Randy Foye,Placed On Il With Strained Left Hamstring,2010,Strain
2010-12-01,Hawks,Joe Johnson,Placed On Il With Loose Particle In Right Elbow,2010,Other
2010-12-01,Magic,J.J. Redick,Placed On Il With Stomach Virus,2010,Other
2010-12-01,Mavericks,Dominique Jones,Placed On Il,2010,Other
2010-12-01,Nets,Devin Harris,Placed On Il With Sprained Left Knee,2010,Sprain
2010-12-01,Raptors,Peja Stojakovic,Swollen Left Knee (Dnp),2010,Other
2010-12-01,Raptors,Reggie Evans,Placed On Il Recovering From Surgery To Repair Broken Right Foot,2010,Surgery
2010-12-01,Thunder,Kevin Durant,Placed On Il With Sprained Left Knee,2010,Sprain
2010-12-01,Wizards,Hamady N'Diaye,Placed On Il,2010,Other
2010-12-02,Clippers,Nan,Activated From Il,2010,Other
2010-12-02,Hawks,Joe Johnson,Arthroscopic Surgery On Right Elbow To Remove Loose Particle (Out Indefinitely),2010,Surgery
2010-12-03,76Ers,Darius Songaila,Placed On Il,2010,Other
2010-12-03,76Ers,Nan,Activated From Il (P),2010,Other
2010-12-03,Blazers,Luke Babbitt,Placed On Il,2010,Other
2010-12-03,Bobcats,Desagana Diop,Placed On Il (P),2010,Other
2010-12-03,Bulls,Kurt Thomas,Placed On Il,2010,Other
2010-12-03,Clippers,Willie Warren,Placed On Il,2010,Other
2010-12-03,Grizzlies,Demarre Carroll,Placed On Il,2010,Other
2010-12-03,Hornets,David West,Stomach Virus (Dnp),2010,Other
2010-12-03,Magic,Dwight Howard,Stomach Virus (Dnp),2010,Other
2010-12-03,Magic,Jameer Nelson,Stomach Virus (Dnp),2010,Other
2010-12-03,Magic,Mickael Pietrus,Placed On Il With Stomach Flu,2010,Other
2010-12-03,Nuggets,Melvin Ely,Placed On Il,2010,Other
2010-12-03,Pacers,Jeff Foster,Placed On Il,2010,Other
2010-12-03,Raptors,Peja Stojakovic,Swollen Left Knee (Dnp),2010,Other
2010-12-03,Wizards,Nick Young,Placed On Il With Bruised Left Thigh,2010,Bruise
2010-12-03,Magic,J.J. Redick,Stomach Virus (Dnp),2010,Other
2010-12-04,Bucks,Drew Gooden,Placed On Il With Left Foot Injury,2010,Other
2010-12-04,Bulls,Brian Scalabrine,Placed On Il,2010,Other
2010-12-04,Bulls,Nan,Activated From Il,2010,Other
2010-12-04,Cavaliers,J.J. Hickson,Placed On Il With Illness,2010,Other
2010-12-04,Cavaliers,Joey Graham,Placed On Il With Illness,2010,Other
2010-12-04,Magic,Dwight Howard,Stomach Virus (Dnp),2010,Other
2010-12-04,Magic,J.J. Redick,Stomach Virus (Dnp),2010,Other
2010-12-04,Magic,Jameer Nelson,Stomach Virus (Dnp),2010,Other
2010-12-04,Magic,Ryan Anderson,Sprained Right Foot (Dnp),2010,Sprain
2010-12-04,Timberwolves,Anthony Tolliver,Placed On Il With Sprained Mcl In Right Knee,2010,Sprain
2010-12-04,Timberwolves,Michael Beasley,Sprained Right Ankle (Dnp),2010,Sprain
2010-12-05,Cavaliers,Manny Harris,Placed On Il,2010,Other
2010-12-05,Cavaliers,Samardo Samuels,Placed On Il,2010,Other
2010-12-05,Cavaliers,Nan,Activated From Il,2010,Other
2010-12-05,Celtics,Rajon Rondo,Strained Hamstring (Dnp),2010,Strain
2010-12-05,Hornets,Didier Mbenga,Placed On Il With Illness,2010,Other
2010-12-05,Nets,Ben Uzoh,Placed On Il,2010,Other
2010-12-05,Nuggets,Chris Andersen,Placed On Il With Fracture In Lower Back,2010,Fracture
2010-12-05,Raptors,Peja Stojakovic,Sore/Swollen Left Knee (Dnp),2010,Other
2010-12-05,Thunder,D.J. White,Sprained Right Ankle (Dtd),2010,Sprain
2010-12-05,Thunder,Morris Peterson,Placed On Il,2010,Other
2010-12-05,Warriors,Rodney Carney,Sprained Left Foot (Dtd),2010,Sprain
2010-12-05,Wizards,Kevin Seraphin,Placed On Il (P),2010,Other
2010-12-06,Bucks,Brian Skinner,Placed On Il,2010,Other
2010-12-06,Bulls,Kurt Thomas,Placed On Il,2010,Other
2010-12-06,Bulls,Nan,Activated From Il,2010,Other
2010-12-06,Clippers,Chris Kaman,Placed On Il With Sprained Left Ankle,2010,Sprain
2010-12-06,Hawks,Jordan Crawford,Placed On Il,2010,Other
2010-12-06,Knicks,Bill Walker,Placed On Il,2010,Other
2010-12-06,Magic,Jameer Nelson,Stomach Flu (Dnp),2010,Other
2010-12-06,Magic,Ryan Anderson,Placed On Il,2010,Other
2010-12-06,Bucks,Drew Gooden,Patella Tendinitis In Left Foot (Dnp),2010,Other
2010-12-07,Mavericks,Tyson Chandler,Placed On Il With Stomach Flu,2010,Other
2010-12-07,Mavericks,Nan,Activated From Il,2010,Other
2010-12-07,Nets,Stephen Graham,Placed On Il,2010,Other
2010-12-07,Warriors,Rodney Carney,Placed On Il With Sprained Left Ankle,2010,Sprain
2010-12-07,Wizards,Andray Blatche,Placed On Il With Bruised Hip,2010,Bruise
2010-12-08,Bucks,Drew Gooden,Placed On Il,2010,Other
2010-12-08,Bucks,Nan,Activated From Il,2010,Other
2010-12-08,Bulls,Brian Scalabrine,Placed On Il,2010,Other
2010-12-08,Cavaliers,Jamario Moon,Placed On Il,2010,Other
2010-12-08,Hornets,Aaron Gray,Placed On Il,2010,Other
2010-12-08,Jazz,Kyrylo Fesenko,Sprained Left Ankle (Dnp),2010,Sprain
2010-12-08,Knicks,Andy Rautins,Placed On Il,2010,Other
2010-12-08,Nuggets,Carmelo Anthony,Right Knee Inflammation (Dnp),2010,Inflammation
2010-12-08,Pacers,Dahntay Jones,Placed On Il,2010,Other
2010-12-08,Pistons,Dajuan Summers,Placed On Il,2010,Other
2010-12-08,Raptors,Peja Stojakovic,Swollen Left Knee (Dnp),2010,Other
2010-12-08,Timberwolves,Darko Milicic,Bruised Right Quadriceps (Dnp),2010,Bruise
2010-12-08,Wizards,John Wall,Sore Left Foot (Dnp),2010,Other
2010-12-09,76Ers,Jason Kapono,Placed On Il With Calf Injury,2010,Other
2010-12-09,76Ers,Nan,Activated From Il,2010,Other
2010-12-09,Celtics,Shaquille O'Neal,Sore Right Calf (P) / Sore Left Knee (Cbc) (Dnp),2010,Other
2010-12-09,Mavericks,Alex Ajinca,Placed On Il,2010,Other
2010-12-09,Nets,Ben Uzoh,Placed On Il,2010,Other
2010-12-09,Nets,Derrick Favors,Placed On Il With Bruised Thigh,2010,Bruise
2010-12-10,Bobcats,Tyrus Thomas,Quadriceps Injury (Dtd),2010,Other
2010-12-10,Hawks,Zaza Pachulia,Illness (Dtd),2010,Other
2010-12-10,Jazz,Raja Bell,Groin Injury (Dtd),2010,Other
2010-12-10,Raptors,Jose Calderon,Sore Left Foot (Dtd),2010,Other
2010-12-10,Thunder,Nenad Krstic,Back Injury (Dtd),2010,Other
2010-12-10,Thunder,Nan,Returned To Lineup,2010,Other
2010-12-10,Warriors,Stephen Curry,Sprained Right Ankle (Dtd),2010,Sprain
2010-12-11,Bobcats,Sherron Collins,Placed On Il,2010,Other
2010-12-11,Bobcats,Tyrus Thomas,Placed On Il,2010,Other
2010-12-11,Bobcats,Nan,Activated From Il,2010,Other
2010-12-11,Bulls,Kurt Thomas,Placed On Il,2010,Other
2010-12-11,Cavaliers,Ryan Hollins,Stomach Virus (Dtd),2010,Other
2010-12-11,Hawks,Zaza Pachulia,Placed On Il With Illness,2010,Other
2010-12-11,Jazz,Kyrylo Fesenko,Sprained Left Ankle (Dnp),2010,Sprain
2010-12-11,Jazz,Raja Bell,Strained Right Abductor (Dnp),2010,Strain
2010-12-11,Nuggets,Carmelo Anthony,Right Knee Patella Tendinitis (Dnp),2010,Other
2010-12-11,Pacers,Jeff Foster,Placed On Il,2010,Other
2010-12-11,Raptors,Jose Calderon,Placed On Il With Left Foot Injury,2010,Other
2010-12-11,Raptors,Peja Stojakovic,Swollen Left Knee (Dnp),2010,Other
2010-12-11,Thunder,B.J. Mullens,Placed On Il,2010,Other
2010-12-11,Warriors,Stephen Curry,Placed On Il With Sprained Left Ankle (P),2010,Sprain
2010-12-11,Wizards,Kevin Seraphin,Placed On Il,2010,Other
2010-12-12,Magic,Chris Duhon,Strained Lower Back (Dnp),2010,Strain
2010-12-12,Nets,Damion James,Placed On Il With Broken Right Foot,2010,Other
2010-12-12,Nets,Troy Murphy,Placed On Il,2010,Other
2010-12-12,Nets,Nan,Activated From Il,2010,Other
2010-12-12,Thunder,Nenad Krstic,Placed On Il With Sprained Lower Back,2010,Sprain
2010-12-13,Bucks,Brian Skinner,Placed On Il,2010,Other
2010-12-13,Bucks,Nan,Activated From Il,2010,Other
2010-12-13,Grizzlies,Demarre Carroll,Placed On Il,2010,Other
2010-12-13,Hornets,Didier Mbenga,Placed On Il,2010,Other
2010-12-13,Jazz,Raja Bell,Strained Right Abductor (Dnp),2010,Strain
2010-12-13,Mavericks,Alex Ajinca,Placed On Il (P),2010,Other
2010-12-13,Nets,Damion James,Surgery To Insert Screw To Repair Broken Right Foot (Out Indefinitely),2010,Surgery
2010-12-13,Pacers,A.J. Price,Placed On Il,2010,Other
2010-12-13,Pacers,Danny Granger,Placed On Il With Sprained Left Ankle,2010,Sprain
2010-12-14,Bobcats,Desagana Diop,Placed On Il,2010,Other
2010-12-14,Bobcats,Eduardo Najera,Placed On Il,2010,Other
2010-12-14,Bobcats,Nan,Activated From Il,2010,Other
2010-12-14,Kings,Tyreke Evans,Left Foot Injury (Dtd),2010,Other
2010-12-14,Lakers,Devin Ebanks,Placed On Il,2010,Other
2010-12-14,Magic,Mickael Pietrus,Sprained Left Knee (Dnp),2010,Sprain
2010-12-14,Magic,Quentin Richardson,Sore Left Elbow (Dnp),2010,Other
2010-12-14,Nets,Terrence Williams,Placed On Il,2010,Other
2010-12-14,Nuggets,Chauncey Billups,Sprained Right Wrist (Dnp),2010,Sprain
2010-12-14,Raptors,Peja Stojakovic,Swollen Left Knee (Dnp),2010,Other
2010-12-14,Timberwolves,Kosta Koufos,Placed On Il,2010,Other
2010-12-14,Timberwolves,Sundiata Gaines,Placed On Il,2010,Other
2010-12-14,Wizards,Andray Blatche,Placed On Il With Sore Left Knee,2010,Other
2010-12-14,Wizards,John Wall,Placed On Il With Right Knee Tendinitis (P) / Sore Left Foot (Cbc),2010,Other
2010-12-15,Bobcats,Gerald Wallace,Placed On Il With Sprained Left Ankle,2010,Sprain
2010-12-15,Bobcats,Nan,Activated From Il,2010,Other
2010-12-15,Bucks,John Salmons,Back Spasms (Dnp),2010,Other
2010-12-15,Bulls,Joakim Noah,Torn Ligament In Right Thumb (Out Indefinitely),2010,Torn
2010-12-15,Bulls,Kurt Thomas,Placed On Il (P),2010,Other
2010-12-15,Celtics,Shaquille O'Neal,Sore Right Calf (Dnp),2010,Other
2010-12-15,Clippers,Willie Warren,Placed On Il,2010,Other
2010-12-15,Hornets,Aaron Gray,Placed On Il,2010,Other
2010-12-15,Raptors,Andrea Bargnani,Sore Left Knee (Dnp),2010,Other
2010-12-15,Raptors,Peja Stojakovic,Swollen Left Knee (Dnp),2010,Other
2010-12-15,Suns,Garret Siler,Placed On Il,2010,Other
2010-12-15,Wizards,Jianlian Yi,Sprained Right Knee (Out Indefinitely),2010,Sprain
2010-12-15,Lakers,Joe Smith,Placed On Il,2010,Other
2010-12-16,Bulls,Joakim Noah,Surgery On Right Thumb To Repair Torn Ligament (Out Indefinitely),2010,Torn
2010-12-16,Celtics,Rajon Rondo,Sprained Left Ankle (Dnp),2010,Sprain
2010-12-16,Celtics,Shaquille O'Neal,Sore Right Calf (Dnp),2010,Other
2010-12-16,Hawks,Jamal Crawford,Placed On Il With Sore Back,2010,Other
2010-12-16,Hawks,Nan,Activated From Il (P),2010,Other
2010-12-16,Nets,Anthony Morrow,Strained Right Hamstring (Dnp),2010,Strain
2010-12-16,Nets,Sasha Vujacic,Placed On Il,2010,Other
2010-12-16,Nuggets,Chauncey Billups,Torn Ligament In Right Wrist (Dnp),2010,Torn
2010-12-16,Rockets,Yao Ming,Stress Fracture In Left Ankle (Out For Season),2010,Fracture
2010-12-16,Spurs,Tiago Splitter,Strained Right Adductor (Dtd),2010,Strain
2010-12-16,Wizards,John Wallace,Right Knee Tendinitis (Dnp),2010,Other
2010-12-16,Wizards,Jianlian Yi,Placed On Il With Sprained Right Knee,2010,Sprain
2010-12-17,Blazers,Brandon Roy,Sore Left Knee (Dnp),2010,Other
2010-12-17,Cavaliers,Joey Graham,Placed On Il With Partially Torn Right Quadriceps,2010,Torn
2010-12-17,Cavaliers,Leon Powe,Placed On Il With Finger Injury,2010,Other
2010-12-17,Cavaliers,Nan,Activated From Il,2010,Other
2010-12-17,Hawks,Jordan Crawford,Placed On Il,2010,Other
2010-12-17,Jazz,Jeremy Evans,Placed On Il,2010,Other
2010-12-17,Lakers,Devin Ebanks,Placed On Il,2010,Other
2010-12-17,Nets,Anthony Morrow,Placed On Il,2010,Other
2010-12-17,Pacers,Paul George,Placed On Il,2010,Other
2010-12-17,Pistons,Austin Daye,Placed On Il With Strained Hamstring,2010,Strain
2010-12-17,Raptors,Peja Stojakovic,Placed On Il With Swollen Left Knee,2010,Other
2010-12-17,Raptors,Sonny Weems,Sore Lower Back (Dnp),2010,Other
2010-12-17,Thunder,Morris Peterson,Placed On Il,2010,Other
2010-12-17,Timberwolves,Lazar Hayward,Placed On Il,2010,Other
2010-12-18,Blazers,Brandon Roy,Sore Left Knee (Dnp),2010,Other
2010-12-18,Blazers,Joel Przybilla,Placed On Il With Left Ankle Injury,2010,Other
2010-12-18,Blazers,Marcus Camby,Sore Right Shoulder (Dnp),2010,Other
2010-12-18,Blazers,Nicolas Batum,Sore Right Shoulder (Dnp),2010,Other
2010-12-18,Bulls,Joakim Noah,Placed On Il Recovering From Surgery On Right Thumb To Repair Torn Ligament,2010,Torn
2010-12-18,Bulls,Nan,Activated From Il,2010,Other
2010-12-18,Clippers,Brian Cook,Placed On Il With Sprained Right Ankle,2010,Sprain
2010-12-18,Jazz,Gordon Hayward,Placed On Il,2010,Other
2010-12-18,Nuggets,Chauncey Billups,Torn Ligament In Right Wrist (Dnp),2010,Torn
2010-12-18,Spurs,George Hill,Sprained Right Big Toe (Dnp),2010,Sprain
2010-12-18,Timberwolves,Darko Milicic,Placed On Il With Sprained Ankle,2010,Sprain
2010-12-18,Timberwolves,Nikola Pekovic,Placed On Il With Sprained Left Ankle,2010,Sprain
2010-12-18,Warriors,Andris Biedrins,Placed On Il With Sprained Left Ankle,2010,Sprain
2010-12-18,Wizards,John Wallace,Placed On Il With Right Knee Tendinitis,2010,Other
2010-12-19,Celtics,Rajon Rondo,Sprained Left Ankle (Dnp),2010,Sprain
2010-12-19,Kings,Jason Thompson,Placed On Il With Lacerated Right Ring Finger,2010,Other
2010-12-19,Kings,Nan,Activated From Il,2010,Other
2010-12-19,Lakers,Derrick Caracter,Placed On Il,2010,Other
2010-12-19,Nets,Quinton Ross,Bruised Lower Back (Dnp),2010,Bruise
2010-12-19,Pacers,Josh Mcroberts,Placed On Il With Abdominal Strain,2010,Strain
2010-12-19,Pistons,Richard Hamilton,Upset Stomach (Dnp),2010,Other
2010-12-19,Pistons,Rodney Stuckey,Sore Left Big Toe (Dnp),2010,Other
2010-12-19,Raptors,Andrea Bargnani,Sore Right Ankle (Dnp),2010,Other
2010-12-19,Raptors,Sonny Weems,Back Spasms (Dnp),2010,Other
2010-12-19,Rockets,Ish Smith,Placed On Il,2010,Other
2010-12-19,Rockets,Jared Jeffries,Placed On Il,2010,Other
2010-12-20,Blazers,Brandon Roy,Sore Left Knee (Dnp),2010,Other
2010-12-20,Blazers,Marcus Camby,Strained Right Shoulder (Dnp),2010,Strain
2010-12-20,Bucks,Brandon Jennings,Placed On Il With Broken Bone In Left Foot,2010,Other
2010-12-20,Bucks,Corey Maggette,Placed On Il With Concussion,2010,Other
2010-12-20,Bucks,Nan,Activated From Il,2010,Other
2010-12-20,Clippers,Craig Smith,Back Injury (Out Indefinitely),2010,Other
2010-12-20,Heat,Jamaal Magloire,Placed On Il,2010,Other
2010-12-20,Hornets,Marcus Banks,Placed On Il (P),2010,Other
2010-12-20,Jazz,Mehmet Okur,Placed On Il With Sprained Right Ankle,2010,Sprain
2010-12-20,Pacers,Dahntay Jones,Placed On Il,2010,Other
2010-12-20,Spurs,George Hill,Sprained Right Big Toe (Dnp),2010,Sprain
2010-12-20,Timberwolves,Sundiata Gaines,Placed On Il,2010,Other
2010-12-20,Warriors,Dan Gadzuric,Strained Left Groin (Dnp),2010,Strain
2010-12-20,Bucks,Carlos Delfino,Concussion (Dnp),2010,Other
2010-12-21,Bobcats,Desagana Diop,Placed On Il,2010,Other
2010-12-21,Bucks,Carlos Delfino,Concussion (Dnp),2010,Other
2010-12-21,Bucks,Drew Gooden,Sore Left Foot (Dnp),2010,Other
2010-12-21,Bulls,Taj Gibson,Placed On Il With Concussion,2010,Other
2010-12-21,Bulls,Nan,Activated From Il,2010,Other
2010-12-21,Magic,Malik Allen,Sprained Left Ankle (Dnp),2010,Sprain
2010-12-21,Mavericks,Steve Novak,Placed On Il,2010,Other
2010-12-21,Nets,Quinton Ross,Bruised Lower Back (Dnp),2010,Bruise
2010-12-21,Warriors,Dan Gadzuric,Strained Left Groin (Dnp),2010,Strain
2010-12-22,76Ers,Darius Songaila,Placed On Il,2010,Other
2010-12-22,76Ers,Nan,Activated From Il,2010,Other
2010-12-22,Bulls,John Lucas Iii,Placed On Il,2010,Other
2010-12-22,Cavaliers,Samardo Samuels,Placed On Il,2010,Other
2010-12-22,Celtics,Rajon Rondo,Sprained Left Ankle (Dnp),2010,Sprain
2010-12-22,Clippers,Craig Smith,Placed On Il With Herniated Disc In Lower Back,2010,Other
2010-12-22,Hawks,Etan Thomas,Placed On Il,2010,Other
2010-12-22,Nets,Quinton Ross,Bruised Lower Back (Dnp),2010,Bruise
2010-12-22,Nuggets,Melvin Ely,Placed On Il,2010,Other
2010-12-22,Pistons,Dajuan Summers,Placed On Il,2010,Other
2010-12-22,Raptors,Jerryd Bayless,Food Poisoning (Dnp),2010,Other
2010-12-22,Raptors,Sonny Weems,Back Spasms (Dnp),2010,Other
2010-12-22,Spurs,George Hill,Sprained Right Big Toe (Dnp),2010,Sprain
2010-12-22,Timberwolves,Sebastian Telfair,Placed On Il With Plantar Fasciitis In Right Foot,2010,Other
2010-12-22,Wizards,Hamady N'Diaye,Placed On Il,2010,Other
2010-12-23,Bucks,Carlos Delfino,Concussion (Dnp),2010,Other
2010-12-23,Bucks,Drew Gooden,Sore Left Foot (Dnp),2010,Other
2010-12-23,Heat,Dwyane Wade,Placed On Il With Sore Left Knee,2010,Other
2010-12-23,Heat,Nan,Activated From Il,2010,Other
2010-12-23,Magic,Daniel Orton,Arthroscopic Surgery On Left Knee (Out For Season),2010,Surgery
2010-12-23,Magic,Malik Allen,Placed On Il With Sprained Left Ankle,2010,Sprain
2010-12-23,Spurs,George Hill,Sprained Right Big Toe (Dnp),2010,Sprain
2010-12-23,Suns,Vince Carter,Placed On Il With Sore Left Knee,2010,Other
2010-12-25,Blazers,Brandon Roy,Sore Left Knee (Dnp),2010,Other
2010-12-25,Celtics,Rajon Rondo,Placed On Il With Sprained Left Ankle,2010,Sprain
2010-12-25,Celtics,Semih Erden,Stomach Virus (Dtd),2010,Other
2010-12-25,Celtics,Nan,Activated From Il,2010,Other
2010-12-25,Heat,Jamaal Magloire,Placed On Il,2010,Other
2010-12-25,Lakers,Devin Ebanks,Placed On Il,2010,Other
2010-12-25,Magic,Jason Williams,Sore Left Foot (Dnp),2010,Other
2010-12-25,Nuggets,Renaldo Balkman,Placed On Il,2010,Other
2010-12-25,Thunder,Cole Aldrich,Placed On Il,2010,Other
2010-12-25,Warriors,Charlie Bell,Placed On Il,2010,Other
2010-12-25,Warriors,Dan Gadzuric,Placed On Il With Strained Left Groin,2010,Strain
2010-12-26,76Ers,Nan,Activated From Il,2010,Other
2010-12-26,Cavaliers,Daniel Gibson,Placed On Il With Flu,2010,Other
2010-12-26,Hawks,Jordan Crawford,Placed On Il,2010,Other
2010-12-26,Pacers,A.J. Price,Placed On Il,2010,Other
2010-12-26,Timberwolves,Sundiata Gaines,Placed On Il,2010,Other
2010-12-27,76Ers,Andre Iguodala,Right Achilles Tendinitis (Dnp),2010,Other
2010-12-27,Blazers,Brandon Roy,Sore Left Knee (Dnp),2010,Other
2010-12-27,Bobcats,Dominic Mcguire,Placed On Il,2010,Other
2010-12-27,Bobcats,Sherron Collins,Placed On Il,2010,Other
2010-12-27,Bobcats,Nan,Activated From Il,2010,Other
2010-12-27,Bucks,Carlos Delfino,Placed On Il With Concussion,2010,Other
2010-12-27,Bucks,Drew Gooden,Sore Left Foot (Dnp),2010,Other
2010-12-27,Jazz,Jeremy Evans,Placed On Il,2010,Other
2010-12-27,Kings,Luther Head,Placed On Il,2010,Other
2010-12-27,Magic,Jason Williams,Sore Left Foot (Dnp),2010,Other
2010-12-27,Mavericks,Brian Cardinal,Placed On Il With Stomach Flu,2010,Other
2010-12-27,Raptors,Andrea Bargnani,Placed On Il With Strained Left Calf,2010,Strain
